azimuth, zenith, lat, long, gt_val, set_val, delta
0.0,0.0,38.70301,-109.56808,74.2312,2.2783876590083714,71.95281351286663
-180.0,15.0,38.70301,-109.56808,88.64526,3.169823292988093,85.4754403788869
-90.0,15.0,38.70301,-109.56808,70.58602,1.402728957510929,69.18329246582891
0.0,15.0,38.70301,-109.56808,73.31657,1.9412700641953895,71.37529640308976
-180.0,15.0,38.70301,-109.56808,88.64526,3.1698226937768474,85.47544097809815
90.0,15.0,38.70301,-109.56808,117.27304,1.4214583536014544,115.85158241788292
-120.0,30.0,38.70301,-109.56808,78.08519,1.9336110958611876,76.15157872347476
-180.0,30.0,38.70301,-109.56808,112.111275,5.156176812854943,106.95509790638334
-60.0,30.0,38.70301,-109.56808,72.849464,1.3908455498975891,71.45861886660632
0.0,30.0,38.70301,-109.56808,73.055786,1.9695781516471436,71.08620798116536
120.0,30.0,38.70301,-109.56808,114.96862,1.9609718303341732,113.0076484699588
-180.0,30.0,38.70301,-109.56808,112.111275,5.156176812854943,106.95509790638334
60.0,30.0,38.70301,-109.56808,102.998,1.450224687853027,101.54777641077979
-135.0,50.0,38.70301,-109.56808,103.4454,3.682338558051213,99.76305786528863
-180.0,50.0,38.70301,-109.56808,130.37756,12.400912810048336,117.97665066651416
-45.0,50.0,38.70301,-109.56808,87.92793,1.9627556822113357,85.96517705704647
-90.0,50.0,38.70301,-109.56808,90.51952,2.1887511994203233,88.33077242118515
0.0,50.0,38.70301,-109.56808,97.56903,2.913137074613355,94.65589368710539
135.0,50.0,38.70301,-109.56808,109.98944,3.711496776457191,106.27794414151155
-180.0,50.0,38.70301,-109.56808,130.37756,12.400912810048336,117.97665066651416
45.0,50.0,38.70301,-109.56808,123.51511,2.157952340624802,121.35715386054707
90.0,50.0,38.70301,-109.56808,94.348656,2.3417585924769724,92.00689710820662
-120.0,65.0,38.70301,-109.56808,123.03247,4.556294450992415,118.47617625213259
-150.0,65.0,38.70301,-109.56808,145.58414,8.491046851239608,137.093090111651
-180.0,65.0,38.70301,-109.56808,295.66202,28.552109040854425,267.1099087814112
-30.0,65.0,38.70301,-109.56808,120.80084,3.514208571192117,117.28663371396414
-60.0,65.0,38.70301,-109.56808,114.54562,3.4440472260893293,111.10157655320755
-90.0,65.0,38.70301,-109.56808,114.21993,3.5653964914247434,110.6545360647276
0.0,65.0,38.70301,-109.56808,125.21064,4.87305698960646,120.33758296400683
120.0,65.0,38.70301,-109.56808,121.493126,4.515539697356769,116.97758621817057
150.0,65.0,38.70301,-109.56808,146.29666,8.662930596944683,137.63373078000845
-180.0,65.0,38.70301,-109.56808,295.66202,28.552109040854425,267.1099087814112
30.0,65.0,38.70301,-109.56808,157.34103,3.756317777603224,153.58471615794366
60.0,65.0,38.70301,-109.56808,115.46919,4.27127692573017,111.19791557915264
90.0,65.0,38.70301,-109.56808,110.50643,3.933685804230614,106.57274577535922
-112.5,80.0,38.70301,-109.56808,155.28654,8.584225398301244,146.70231940150344
-135.0,80.0,38.70301,-109.56808,156.1002,10.968057308759075,145.13214715901435
-157.5,80.0,38.70301,-109.56808,169.21599,20.833414924991537,148.38257323418816
-180.0,80.0,38.70301,-109.56808,266.5971,80.34689364477364,186.2502132888201
-22.5,80.0,38.70301,-109.56808,150.09853,7.972289902240154,142.1262360987364
-45.0,80.0,38.70301,-109.56808,146.19121,8.0188000798866,138.17240780585558
-67.5,80.0,38.70301,-109.56808,145.1495,8.36594113060761,136.78356448462677
-90.0,80.0,38.70301,-109.56808,140.84047,7.84752693044045,132.99294242991112
0.0,80.0,38.70301,-109.56808,173.16199,9.96746081558112,163.19452648910638
112.5,80.0,38.70301,-109.56808,134.01793,8.062759415261937,125.9551696618865
135.0,80.0,38.70301,-109.56808,138.79448,10.5009469762005,128.29353239391668
157.5,80.0,38.70301,-109.56808,187.43527,21.997555341762933,165.43771687503394
-180.0,80.0,38.70301,-109.56808,266.5971,80.34689364477364,186.2502132888201
22.5,80.0,38.70301,-109.56808,176.60236,8.048280074731286,168.55407588229997
45.0,80.0,38.70301,-109.56808,162.67053,9.374452005913062,153.29608022064943
67.5,80.0,38.70301,-109.56808,150.75761,11.22225230638161,139.53536182936057
90.0,80.0,38.70301,-109.56808,127.278305,8.545573876136489,118.73273117757445
